user_id,article_1,article_2,article_3,article_4,article_5
226116,198659,199198,64329,166581,324823
226117,160974,160417,158536,336220,286321
226118,199198,198659,160974,166581,158536
226119,64329,162655,198659,289126,166581
226120,160417,158536,300470,156808,181585
226121,166560,272143,235715,269220,199198
226122,123290,124177,123818,211863,124352
226123,64329,166581,224658,283642,182394
226124,198659,233688,64329,166581,224658
226125,160974,272143,64329,218337,156560
226126,272143,160417,199198,158536,166581
226127,202559,331116,218028,352979,272143
226128,272143,218028,166581,331738,198659
226129,293114,199198,166581,199197,48403
226130,284312,213927,199198,216094,224658
226131,284312,213927,199198,216094,224658
226132,166581,64329,289126,224658,285719
226133,199198,272143,203335,64329,348102
226134,158536,162655,218337,64329,160974
226135,272143,198659,182394,64329,224658
226136,234698,95716,209236,96755,124749
226137,289090,64329,166581,224658,111043
226138,48403,119193,272143,199198,59057
226139,336254,39894,289003,48403,119193
226140,160974,156560,133160,272143,218337
226141,123818,123290,64329,124748,124228
226142,273397,265807,87783,273612,41352
226143,336221,64329,95716,166581,182394
226144,272143,183176,336221,235870,235616
226145,272143,235715,199198,64329,198659
226146,198659,199198,64329,166581,324823
226147,300128,298310,300473,300923,350594
226148,199197,272143,206934,336221,29953
226149,272143,123909,25325,162655,289126
226150,160417,158536,300470,158082,50383
226151,160417,156560,160974,272143,166581
226152,272143,166581,198659,160974,182394
226153,284312,213927,199198,216094,224658
226154,123757,198659,123818,64329,123290
226155,20691,129434,286336,95716,288440
226156,289090,235854,277492,128260,289003
226157,199198,64329,198659,166581,162655
226158,272143,158536,160974,64329,156560
226159,234698,235870,272143,95716,300082
226160,336220,289090,255354,272143,64329
226161,162655,64329,336380,156560,160417
226162,198659,64329,166581,66672,162655
226163,199198,198659,182394,272143,284901
226164,237524,168623,58619,276970,199198
226165,272143,233717,198659,289126,224658
226166,156355,235870,271261,119193,301030
226167,96210,48403,20691,271261,234698
226168,64329,336220,162655,166581,199198
226169,272143,123818,124228,123290,123909
226170,72330,72335,72331,72329,72337
226171,160974,160417,158536,199198,272143
226172,123757,158536,160974,272143,199198
226173,123818,124748,272143,123909,158536
226174,199198,160974,160417,158536,272143
226175,271185,21381,20599,277530,21269
226176,338015,336928,337354,336761,234189
226177,64329,198659,129434,293114,162655
226178,68034,124749,301015,338340,96755
226179,272143,198659,182394,64329,224658
226180,300128,208150,300473,300923,206273
226181,199198,272143,158536,233717,160974
226182,123757,96210,336245,283505,119534
226183,272143,95716,234698,273397,198659
226184,289003,157478,97530,331116,57966
226185,64329,198659,162655,293114,336223
226186,298646,146233,160974,297887,225463
226187,96210,313920,199198,64329,236610
226188,272143,198659,182394,64329,224658
226189,96210,234698,272143,48403,119193
226190,128260,119534,272143,181585,71693
226191,198659,64329,166581,199197,338350
226192,272143,235715,199198,64329,198659
226193,218337,162655,64329,159177,160974
226194,272143,198659,182394,64329,224658
226195,199198,160417,158536,300470,166581
226196,207731,286336,218028,207024,202675
226197,158536,162655,218337,64329,160974
226198,313431,235230,284547,84721,156560
226199,95769,97121,97059,96220,96917
226200,300128,298310,289126,159762,300923
226201,160974,160417,158536,199198,272143
226202,156560,162655,123909,276970,293114
226203,272143,198659,182394,313431,187065
226204,272143,160417,199198,218337,160974
226205,64329,166581,182394,48403,183176
226206,271262,289090,48403,199198,272143
226207,272143,199198,224658,182394,166581
226208,272143,235715,199198,64329,198659
226209,166581,199198,160417,156560,175040
226210,272143,199198,158536,168623,235715
226211,199198,166581,175040,156560,160417
226212,97442,300967,68595,41783,254265
226213,199198,166581,156560,198659,64329
226214,198659,64329,166581,162655,235616
226215,336221,235870,338340,124749,64329
226216,199198,64329,198659,162655,175040
226217,272143,199198,158536,235715,160974
226218,276970,236207,168623,336221,235870
226219,272143,166581,198659,160974,182394
226220,286336,272143,235715,156560,158536
226221,96755,199198,160417,158536,300470
226222,198659,64329,166581,66672,162655
226223,199198,25325,64329,198659,168623
226224,161602,272143,199198,207982,58193
226225,277713,289090,272143,199198,265994
226226,272143,235715,199198,64329,198659
226227,235870,95716,336245,20691,199198
226228,336254,283009,97530,277107,199198
226229,272143,235715,199198,64329,198659
226230,124748,124350,124177,124228,124176
226231,272143,284985,272218,236207,199198
226232,58580,363269,236566,313920,277067
226233,309610,272143,64329,160974,237524
226234,182394,64329,166581,162655,175040
226235,198659,64329,166581,160417,158536
226236,160974,160417,158536,199198,272143
226237,163423,166089,162655,358445,300470
226238,199198,64329,198659,162655,175040
226239,199198,64329,198659,162655,175040
226240,272143,156560,199198,218337,160974
226241,272143,297906,300923,199198,300473
226242,160417,218337,162655,64329,160974
226243,129029,235230,272143,214800,218028
226244,199198,64329,198659,162655,301015
226245,272143,32082,336221,157078,289090
226246,95716,235870,119534,119193,48403
226247,62351,123909,237524,276970,199198
226248,124748,166581,123757,123290,199198
226249,336221,20691,234698,336245,336223
226250,286336,276970,95716,234698,286321
226251,75999,76000,76011,76012,76003
226252,298247,300512,336221,235616,166432
226253,363216,363067,20691,336245,361228
226254,58619,208970,203241,209348,198159
226255,272143,20691,336245,198659,64329
226256,272143,234006,233688,215993,160974
226257,173760,282713,5278,284845,283165
226258,62464,286336,210620,129434,198199
226259,272143,32082,182394,29953,162655
226260,160974,160417,158536,199198,272143
226261,272143,235715,199198,64329,198659
226262,160974,272143,218337,156560,64329
226263,198659,64329,166581,168623,162655
226264,277491,272143,234267,235616,166581
226265,166581,253363,164124,199198,180774
226266,199197,336223,336221,289090,64329
226267,156560,64329,160974,166581,199198
226268,336221,199198,95716,48403,166581
226269,235616,25345,160974,24860,301931
226270,276970,301015,199198,64329,198659
226271,336221,218028,59057,95716,96210
226272,119193,128260,199198,59057,293301
226273,199198,160974,272143,160417,158536
226274,162655,198659,64329,166581,224658
226275,198659,64329,166581,162655,224658
226276,64329,199198,336223,198659,199197
226277,194939,62434,289003,160974,157478
226278,96210,288440,233742,32082,198659
226279,198659,96210,158536,235715,289090
226280,272143,235715,199198,64329,198659
226281,63688,313431,41867,286161,63756
226282,272143,198659,182394,207140,158505
226283,234698,198659,64329,166581,284470
226284,160974,160417,158536,199198,272143
226285,160974,160417,158536,199198,272143
226286,198659,64329,166581,162655,224658
226287,199198,234698,95716,96210,64329
226288,123757,168623,123818,272143,276970
226289,202729,236207,202355,203874,202559
226290,272143,199198,224658,182394,166581
226291,284272,219995,278045,279392,283933
226292,199198,156560,245161,270607,97530
226293,48403,336221,198659,119193,336254
226294,64329,198659,124749,175040,96755
226295,272143,199198,158536,235715,160974
226296,234006,111043,48403,215993,293114
226297,199197,59057,31836,119193,211863
226298,272143,235715,199198,64329,198659
226299,199198,336221,235870,235616,64329
226300,123818,124748,123290,124352,276970
226301,233688,348093,128260,218028,198659
226302,272143,198659,182394,64329,224658
226303,199198,272143,64329,198659,162655
226304,284452,289090,233717,199198,272143
226305,160417,218337,162655,64329,160974
226306,272143,156654,293301,166581,198659
226307,313504,59758,284844,273464,236613
226308,123818,124352,124177,123289,289090
226309,293114,284985,123826,199198,272143
226310,234698,336245,175040,198659,288440
226311,96755,328130,327649,70999,327560
226312,272143,235715,199198,64329,198659
226313,111043,183176,199197,234006,64329
226314,34025,108855,272143,286321,123909
226315,48403,119193,198659,199198,64329
226316,156159,59785,254265,352749,59833
226317,64329,156624,162655,272143,156619
226318,209236,199197,159275,208150,331116
226319,119193,129434,64329,48403,162655
226320,64329,162655,156560,218337,166581
226321,236171,162655,199198,272143,203313
226322,214709,199198,64329,198659,162655
226323,182253,183339,181553,181674,184439
226324,62464,348093,233688,181585,206273
226325,272143,353607,197375,348496,95716
226326,272143,235715,199198,64329,198659
226327,158536,272143,160417,199198,64329
226328,199198,198659,64329,20691,202493
226329,160974,160417,158536,199198,272143
226330,293114,123613,124748,96755,272218
226331,235358,199198,336245,20691,64329
226332,160417,218337,162655,64329,160974
226333,272143,64329,158794,218337,162655
226334,160417,64329,160974,156624,166581
226335,166581,160974,175040,182394,218337
226336,272143,198659,354086,64329,336220
226337,272143,166581,198659,160974,182394
226338,121414,120960,122117,137278,122056
226339,166581,48403,158536,160417,324823
226340,199198,198659,64329,293513,166581
226341,32845,29719,123290,124352,138930
226342,58580,64329,156654,293301,162655
226343,121414,120960,122117,137278,122056
226344,123909,301015,272143,199198,285379
226345,123818,272143,271262,123909,285533
226346,160974,160417,158536,199198,272143
226347,124352,123289,124228,124350,123909
226348,236171,162655,199198,272143,203313
226349,273397,199198,272143,236171,162655
226350,198659,64329,166581,162655,224658
226351,123818,123290,123757,124350,9126
226352,218337,162655,181585,111043,313920
226353,198659,64329,175040,182394,158536
226354,277713,289090,199474,336220,199198
226355,160974,235870,272143,336221,64409
226356,96210,218028,47958,62410,73271
226357,209236,218028,331116,202559,162378
226358,272143,199198,235715,64329,162655
226359,272143,235715,199198,64329,198659
226360,235616,95716,289090,272143,234698
226361,336223,20691,156560,336245,64329
226362,199198,166581,156625,156560,198659
226363,160417,156560,284547,160974,272143
226364,272143,62464,160974,158536,129434
226365,157078,199198,272143,124749,96755
226366,31349,31027,198659,199198,31632
226367,331116,96210,272143,336220,286161
226368,336223,199198,235870,330948,271261
226369,336221,199198,48403,300082,235870
226370,158536,119193,162655,199198,166581
226371,48403,59057,234698,95716,198659
226372,198659,199198,64329,166581,324823
226373,95716,234698,166581,300082,336223
226374,272143,235715,199198,64329,198659
226375,124748,123290,124352,123818,124749
226376,198659,199198,64329,166581,324823
226377,199198,64329,166581,324823,224658
226378,293301,119193,218337,162655,156654
226379,72642,72597,129694,72618,72646
226380,235230,87231,199198,284547,58580
226381,160974,160417,158536,205052,156560
226382,272143,198659,64329,162655,168623
226383,272143,235715,199198,64329,198659
226384,64329,50644,162655,166581,199198
226385,198659,199198,237835,64329,234088
226386,336221,199198,235870,156964,64329
226387,158536,64329,162655,272143,235715
226388,160974,160417,158536,199198,272143
226389,300470,162655,16129,162300,158536
226390,158536,199198,156560,64329,160974
226391,336223,198659,160417,257291,156560
226392,272143,336220,198659,289090,182394
226393,327766,327478,328178,327006,326928
226394,199198,64329,198659,124177,336223
226395,160974,158536,199198,156560,64329
226396,272143,199198,58580,64329,235715
226397,272143,32082,198659,64329,162655
226398,211479,166581,198659,64329,233688
226399,160974,160417,158536,199198,272143
226400,272143,198659,293114,162655,182394
226401,199198,272143,64329,198659,162655
226402,160974,160417,158536,199198,272143
226403,197151,272143,235715,162655,160974
226404,124352,123818,123757,124350,124177
226405,336220,234698,236207,95716,235616
226406,158536,272143,32082,161602,207994
226407,236171,162655,199198,272143,203313
226408,119193,59057,288320,271261,270229
226409,336245,183176,288440,198659,283505
226410,36162,199198,211442,162655,209122
226411,272143,175040,289126,257291,162655
226412,199198,166581,156560,198659,336380
226413,124352,124177,289090,123289,272143
226414,39894,352979,336254,30389,199198
226415,303565,161855,68060,348097,185240
226416,160974,225463,202557,162655,16129
226417,39350,111043,199197,336380,348112
226418,183176,124176,283505,124352,123290
226419,336245,336221,20691,234698,181585
226420,272143,199198,224658,182394,166581
226421,272143,199198,15226,313920,236566
226422,111043,288320,64329,166581,303180
226423,218337,70504,272143,162655,156560
226424,124350,123909,124748,160417,293050
226425,123290,124352,124748,124228,123289
226426,64329,199198,162655,198659,286321
226427,199198,20691,64329,166581,183176
226428,160974,160417,158536,199198,272143
226429,198659,64329,166581,162655,224658
226430,158536,162655,218337,64329,160974
226431,272143,199198,235715,64329,162655
226432,156560,64329,199198,166581,198659
226433,160974,160417,158536,199198,272143
226434,198659,199198,64329,166581,324823
226435,272143,235715,199198,64329,198659
226436,272143,234698,123909,336221,96210
226437,123290,124177,123818,124352,124228
226438,272143,124228,123818,166581,182394
226439,272143,199198,158536,235715,160974
226440,198659,64329,166581,96480,162655
226441,272143,235715,199198,64329,198659
226442,336245,288440,272143,166581,15653
226443,95716,198659,166581,300082,64329
226444,161602,272143,166581,207994,198659
226445,272143,293513,162655,166581,64329
226446,20691,95716,156560,336245,234698
226447,272143,198659,182394,64329,224658
226448,198659,166581,64329,293114,156560
226449,272143,235616,158536,156560,284547
226450,160974,160417,158536,199198,272143
226451,199198,64329,166581,324823,224658
226452,198659,199198,64329,166581,324823
226453,272143,199198,158536,235715,160974
226454,218337,162655,64329,160974,156560
226455,199198,273397,198659,64329,166581
226456,272143,156560,199198,160417,313431
226457,336220,272143,199198,234698,277491
226458,199198,64329,198659,158536,156560
226459,160974,160417,158536,199198,272143
226460,123290,124352,123818,124748,336220
226461,283009,157478,97530,285849,277107
226462,293301,156654,331116,202355,199198
226463,123289,124748,124350,199198,123909
226464,124350,199198,20691,64329,123290
226465,272143,235715,199198,64329,198659
226466,199198,166581,338340,64329,324823
226467,199198,206934,235230,166581,156560
226468,162655,32082,160417,272143,336221
226469,218028,202559,64329,336223,162378
226470,272143,199198,64329,235715,224658
226471,289090,235616,160225,161065,157980
226472,199198,166581,289126,156560,198659
226473,158536,162655,218337,64329,160974
226474,336221,206027,119193,293114,124749
226475,199198,303565,272143,205824,234987
226476,272143,293301,160974,160417,156560
226477,202381,207603,325458,202320,236171
226478,97585,95742,91264,96166,96481
226479,160974,293114,123826,124748,162655
226480,198659,336221,162655,336220,199197
226481,20691,233688,111043,293114,235616
226482,272143,160974,160417,199198,158536
226483,199197,284547,64329,313431,198659
226484,236171,162655,199198,272143,203313
226485,198659,199198,64329,166581,324823
226486,87188,87127,158536,237615,160417
226487,336221,20691,336223,293114,235870
226488,272143,182394,224658,289090,166581
226489,160974,160417,158536,199198,272143
226490,64329,166581,182394,162655,175040
226491,272143,199198,160974,166581,160417
226492,236395,237615,87126,87207,272143
226493,198659,64329,166581,331116,162655
226494,276970,168623,272143,234698,95972
226495,336223,156560,288320,168623,95716
226496,237524,235230,209013,276970,284547
226497,272143,64329,198659,162655,283392
226498,160417,272143,348093,348109,300470
226499,234088,234991,245009,7902,244600
226500,272143,158536,160974,64329,166581
226501,160417,218337,162655,64329,160974
226502,160417,272143,160974,96210,156619
226503,272143,234698,123909,336221,96210
226504,95716,156964,300082,235616,198659
226505,272143,158536,175040,160417,156560
226506,123757,124350,277491,293050,234269
226507,48403,199198,64329,198659,208237
226508,198659,199198,64329,166581,324823
226509,160974,160417,158536,199198,272143
226510,123290,124352,123909,123757,123289
226511,31836,95716,293062,119193,283009
226512,20691,336245,64329,305087,198659
226513,199198,64329,198659,313920,236566
226514,199198,272143,160974,160417,300470
226515,123909,160974,236207,300470,199198
226516,199198,64329,198659,48403,119193
226517,161801,162655,272143,64329,336380
226518,95716,234698,336223,272143,271261
226519,160417,272143,160974,156560,166581
226520,199198,272143,64329,198659,162655
226521,166581,253363,164124,199198,180774
226522,160417,158536,160974,183176,156560
226523,64329,162655,166581,156560,198659
226524,199198,64329,198659,162655,202381
226525,272143,273397,199198,224658,182394
226526,64329,166581,182394,175040,277107
226527,156025,272143,198659,182394,199197
226528,313996,96755,284985,124749,96480
226529,20691,300128,235870,95716,300923
226530,160974,160417,158536,199198,272143
226531,156624,162655,158536,160417,156560
226532,272143,199198,158536,235715,160974
226533,272143,156560,160974,158536,64329
226534,95716,300082,64409,336220,32082
226535,272143,273397,235715,199198,338015
226536,70095,277652,35828,351673,281716
226537,198659,64329,166581,48403,119193
226538,111043,48403,199198,119193,133160
226539,272143,95716,234698,289090,235616
226540,64329,162655,272143,160974,156560
226541,273397,265807,87783,273612,41352
226542,272143,198659,182394,122120,64329
226543,20691,336245,32088,327925,288440
226544,336928,280362,235616,338015,272660
226545,20691,199198,288440,84493,166581
226546,235616,235870,95716,199198,57966
226547,198659,64329,166581,162655,224658
226548,160974,160417,158536,199198,272143
226549,289090,199198,166581,348112,235616
226550,272143,198659,182394,64329,224658
226551,272143,235715,199198,64329,198659
226552,158536,162655,218337,64329,160974
226553,214709,336220,32082,236951,124194
226554,158536,160974,272143,156560,225402
226555,272143,209236,198659,64329,331116
226556,199198,272143,354086,64329,337192
226557,272143,235715,199198,64329,198659
226558,160974,160417,158536,199198,272143
226559,20691,123818,168623,123289,177390
226560,123818,119193,272143,123290,234698
226561,162655,300470,16129,162300,158536
226562,199198,162655,64329,224658,166581
226563,272143,182394,64329,166581,36161
226564,277107,39894,199197,336254,64329
226565,158536,160974,272143,156560,161100
226566,199198,156560,160417,95716,158536
226567,336223,234698,286161,161602,202355
226568,160974,160417,158536,199198,272143
226569,160417,162655,293301,156624,64329
226570,234267,277491,272143,198659,234269
226571,272143,234006,354086,233688,124177
226572,199198,64329,166581,160417,156560
226573,64329,166581,224658,31520,182394
226574,272143,64329,158536,162655,214709
226575,189964,286336,336220,338340,324361
226576,336245,272218,271262,129434,288440
226577,272143,235715,199198,64329,198659
226578,158536,160974,235616,272143,156560
226579,348093,156025,348109,285533,348140
226580,272143,199198,158536,96755,124749
226581,336254,277107,198659,303565,166581
226582,272143,166581,198659,160974,182394
226583,160974,160417,158536,199198,272143
226584,73116,117846,208426,202383,133376
226585,272143,198659,64329,95716,234698
226586,123818,124228,123290,198659,276970
226587,64329,162655,272143,160974,156560
226588,336220,235616,156964,336221,277491
226589,162655,300470,16129,162300,158536
226590,272143,233717,293301,198659,36161
226591,20691,96127,336245,272143,177155
226592,162655,161858,299013,160974,160417
226593,336220,336221,234269,234267,70591
226594,272143,198659,182394,64329,224658
226595,199198,273397,198659,162655,64329
226596,236171,162655,199198,272143,203313
226597,32082,289090,166583,336220,29953
226598,272143,198659,182394,64329,224658
226599,271217,268940,270916,273397,273116
226600,168593,158906,160974,284985,337735
226601,64329,106630,162655,283505,175040
226602,272143,160417,158536,160974,156619
226603,273397,265807,87783,273612,41352
226604,168623,272143,199198,237524,158536
226605,293050,300082,166581,64329,64409
226606,64329,162655,123818,124748,198659
226607,123818,123290,124177,277491,124352
226608,199198,175040,162655,234698,198659
226609,272143,348093,348109,198659,64329
226610,160417,59057,234698,156964,160974
226611,124352,123818,234267,123289,337192
226612,300128,198659,199198,64329,267924
226613,331116,272143,273397,199198,20197
226614,272143,284547,198659,64329,124350
226615,199197,272143,96755,129434,284547
226616,233688,128260,136232,181585,205331
226617,160974,160417,158536,199198,272143
226618,124350,95716,48403,119193,199198
226619,124228,123818,245161,199197,64329
226620,285719,156654,233717,288320,161439
226621,199198,166581,293513,235854,64329
226622,66672,199198,272143,64329,66665
226623,198659,64329,166581,156560,162655
226624,272143,160417,199198,160974,286161
226625,199198,133160,303180,31836,168623
226626,282073,58113,59047,57511,57881
226627,293114,123290,124352,168623,183176
226628,160974,20691,160417,158536,96210
226629,59929,39801,39849,363950,61138
226630,162655,64329,156560,160417,199198
226631,272660,160974,284312,199198,272143
226632,233688,234698,336245,20691,32082
226633,160974,160417,158536,199198,272143
226634,272143,166581,160417,156560,123289
226635,272143,235715,199198,64329,198659
226636,123290,123757,123818,123289,235870
226637,48403,95716,336221,59057,166583
226638,160974,160417,158536,199198,272143
226639,39793,262221,349141,286336,198350
226640,166581,64329,224658,15226,182394
226641,202289,272143,64329,235616,235870
226642,198659,64329,166581,336223,162655
226643,17358,199198,64329,198659,270799
226644,272143,199198,338350,158536,181585
226645,235616,95716,235870,73413,199198
226646,293050,272143,198659,36161,182394
226647,166581,331116,272143,202355,198659
226648,290327,301102,209809,106781,139979
226649,160974,160417,158536,199198,272143
226650,163423,166089,358445,358436,199288
226651,183176,289090,199198,337192,128260
226652,199198,30374,273397,64329,198659
226653,272143,235715,199198,64329,198659
226654,48403,198659,64329,119193,166581
226655,199198,64329,276970,198659,158536
226656,297906,300923,300473,300470,157992
226657,123290,124352,124748,123818,123289
226658,182394,272143,198659,162655,64329
226659,156654,293301,160974,160417,158536
226660,289126,159762,160974,160417,272143
226661,353019,351624,351411,353713,352094
226662,157980,160464,158187,162852,293301
226663,160974,160417,158536,199198,272143
226664,300128,300923,62434,62567,350449
226665,283505,183176,270607,124228,272143
226666,108855,166581,286321,96755,160131
226667,160974,160417,158536,199198,272143
226668,166581,233688,175040,198659,20691
226669,272143,175040,162655,198659,161801
226670,70682,70677,354541,70680,70679
226671,199198,202355,64329,215613,315146
226672,64329,158536,199198,336223,289126
226673,272143,234698,123909,336221,96210
226674,207487,202381,208981,202320,202355
226675,158536,160974,284985,272143,156560
226676,198659,199198,64329,166581,324823
226677,95716,48403,198659,234698,64329
226678,199197,199198,198659,64329,235230
226679,199198,336380,166581,156560,198659
226680,158536,160974,124177,272218,124549
226681,198659,199198,64329,166581,338015
226682,236171,162655,199198,272143,203313
226683,235870,336223,95716,64329,166581
226684,123757,123909,272143,237524,199198
226685,272143,286161,199198,158536,235715
226686,272143,182394,198659,36161,162655
226687,336245,257291,288440,166581,198659
226688,87207,87126,160417,218337,162655
226689,272143,336220,166581,160417,158536
226690,272143,198659,48403,64329,119193
226691,160974,160417,158536,199198,272143
226692,276970,286321,271921,338340,323550
226693,272143,198659,64329,162655,235715
226694,336221,285921,235870,20691,199198
226695,284985,70999,313996,270607,160940
226696,199198,156560,64329,198659,286161
226697,233688,293050,96210,348109,199198
226698,336221,95716,156964,199198,64329
226699,272143,160974,199198,158536,235715
226700,64329,166581,156560,224658,182394
226701,123818,124228,160974,123290,160417
226702,124352,124177,157521,123289,156324
226703,20691,272143,277491,336245,183176
226704,331628,158536,157365,160974,257465
226705,218028,202355,336254,61594,214753
226706,39744,198659,64329,175040,159762
226707,258607,272143,48883,123757,166581
226708,166581,272143,198659,182394,64329
226709,133160,59057,293301,198659,64329
226710,166581,199198,209236,208981,218028
226711,158536,160974,272143,214800,156560
226712,289126,257291,218337,162655,233717
226713,272143,198659,182394,64329,224658
226714,160974,160417,158536,199198,272143
226715,124177,272143,124176,160417,277491
226716,29287,311650,320521,18720,19944
226717,336221,235870,58580,309483,95716
226718,272143,160974,166581,160417,158536
226719,64329,199198,48403,162655,59057
226720,48403,59057,95716,336221,271261
226721,336220,64329,166581,277491,224658
226722,87758,87753,231732,199198,218028
226723,336221,64329,293301,300082,336220
226724,168623,293301,235616,272143,160940
226725,272143,235715,199198,64329,198659
226726,272143,236207,199198,158536,276970
226727,299065,272143,237524,158536,199198
226728,293301,199198,64329,198659,257291
226729,161585,198659,99336,199198,64329
226730,288320,272143,199198,336223,158536
226731,64329,162655,156560,198659,214800
226732,272143,209236,255226,233717,160417
226733,272143,162655,202322,198659,182394
226734,32082,272143,199198,289090,158536
226735,289090,198659,64329,166581,277492
226736,199198,272143,64329,198659,354180
226737,20691,162655,158536,288440,300263
226738,160974,160417,158536,199198,272143
226739,123818,123290,124748,338340,123909
226740,284985,348109,96755,161801,222203
226741,272143,160417,218337,162655,199198
226742,160417,158536,300470,214709,158082
226743,123818,272143,124228,199198,123290
226744,293301,160417,160974,331116,156654
226745,123818,124748,96210,162655,20691
226746,293114,199198,73278,73146,284985
226747,162655,300470,16129,162300,158536
226748,234698,20691,276970,161506,336245
226749,203874,206503,207227,42163,262048
226750,96210,199198,111043,288440,313920
226751,160974,272143,300470,123826,160417
226752,7698,48403,119193,160974,20691
226753,123757,124350,124748,124194,293050
226754,293050,123826,183176,129799,284312
226755,198659,199198,64329,166581,324823
226756,336220,96210,272143,293513,336245
226757,272143,235715,199198,64329,198659
226758,158536,162655,218337,64329,160974
226759,214800,160974,160417,233478,160132
226760,183176,166581,64329,158536,160417
226761,194926,39894,194897,156560,158536
226762,272143,199198,158536,235715,160974
226763,236171,162655,199198,272143,203313
226764,272143,235715,199198,64329,198659
226765,156560,199198,313431,64329,32082
226766,272143,235715,199198,64329,198659
226767,199198,166581,95977,64329,58891
226768,272143,235715,199198,64329,198659
226769,162655,300470,16129,162300,158536
226770,156560,199198,158536,166581,198659
226771,198659,48403,64329,166581,59057
226772,272143,199198,158536,235715,160974
226773,336220,272143,343256,288528,198659
226774,336221,235870,95716,214474,156964
226775,20691,218028,209236,202652,276970
226776,123290,123818,123289,59057,123757
226777,272143,166581,160417,158536,198659
226778,158536,64329,160417,166581,272143
226779,272143,111043,199197,166581,32082
226780,95716,200839,200841,234698,41035
226781,158536,123909,293301,257291,300470
226782,64329,162655,20691,224658,182394
226783,272143,235715,199198,64329,198659
226784,202376,95716,234698,202289,202534
226785,336221,96210,156964,235870,336245
226786,272143,166581,198659,160974,182394
226787,15226,272143,177155,199198,14229
226788,95716,235870,128260,233688,48403
226789,272143,199198,158536,235715,160974
226790,320263,229058,85849,166304,154390
226791,336221,235616,199198,64329,198659
226792,199198,272143,158906,64329,160940
226793,123909,235870,289090,235616,95716
226794,160974,160417,158536,199198,272143
226795,95716,234698,199198,198659,48403
226796,272143,235715,199198,64329,198659
226797,183176,48403,209236,31836,288435
226798,160974,160417,158536,199198,272143
226799,272143,199198,160417,166581,124176
226800,209236,273397,218028,331116,202559
226801,199198,272143,107212,87231,87236
226802,183176,235616,288435,119534,233688
226803,162655,300470,16129,162300,158536
226804,293114,336245,95716,288440,59057
226805,96210,159275,202534,209013,206735
226806,162655,166585,158536,272143,235715
226807,272143,198659,182394,64329,224658
226808,272143,199197,284547,338350,156560
226809,199198,64329,198659,236951,162655
226810,272143,198659,182394,162655,207140
226811,199198,166581,175040,124749,158536
226812,30814,319687,309475,320775,226632
226813,272143,123289,198659,182394,124748
226814,336221,48403,119193,286321,160417
226815,199198,50864,160974,272143,160417
226816,277107,235870,272143,123909,95716
226817,175040,162655,283009,224658,284985
226818,199198,123818,336221,64329,124748
226819,162655,300470,16129,162300,158536
226820,32243,202289,30733,206027,187095
226821,272143,198659,64329,273397,162655
226822,272143,71665,175040,166581,162655
226823,199198,160974,166581,156560,198659
226824,61375,159762,218337,162655,64329
226825,336223,235870,95716,79737,300082
226826,199198,166581,111043,156560,198659
226827,199198,159762,233717,108855,289126
226828,44485,272143,199055,182394,224658
226829,265721,168623,274087,276970,156625
226830,336221,166581,235870,156964,300082
226831,289126,71665,257291,233717,285719
226832,272143,276970,64329,160417,160974
226833,198659,199198,64329,166581,324823
226834,96210,59057,234267,198659,277491
226835,160974,160417,158536,156560,199198
226836,95716,119193,235870,277491,235616
226837,160417,158536,158082,300470,156560
226838,199198,272143,182394,145132,64329
226839,160417,160974,156619,162655,156624
226840,336221,272143,119193,124748,48403
226841,336220,168623,276970,277491,237524
226842,272143,199198,158536,160417,175040
226843,166581,253363,164124,199198,180774
226844,237524,199198,272143,64329,123909
226845,64329,166581,156560,224658,175040
226846,214690,336254,283009,97530,277107
226847,199198,123818,124228,123290,64329
226848,199198,64329,166581,324823,224658
226849,123818,124352,124748,235616,124350
226850,123909,156560,160417,158536,199198
226851,199198,303565,64329,198659,234987
226852,336221,235870,272143,29953,156964
226853,283042,283026,50568,283334,285412
226854,160974,160417,158906,336221,272143
226855,59057,119193,58580,32082,31836
226856,183176,235870,20691,336380,199198
226857,20691,336245,62434,273397,107212
226858,234698,161602,286161,281947,207994
226859,158536,162655,218337,64329,160974
226860,272143,198659,64329,162655,235715
226861,272143,198659,182394,64329,224658
226862,273397,265807,87783,273612,41352
226863,199198,64329,160417,156560,198659
226864,234698,95716,199198,26932,168623
226865,64329,166581,198659,158536,160417
226866,160974,160417,158536,199198,272143
226867,336221,293513,234698,293050,336223
226868,124228,123818,199198,34832,33799
226869,234698,59057,48403,235616,161602
226870,272143,235715,199198,64329,198659
226871,272143,235715,199198,64329,198659
226872,272143,199198,224658,182394,166581
226873,48403,237524,199198,59057,166581
226874,272143,293301,160417,218337,162655
226875,336221,300082,140739,64409,95716
226876,160417,234698,158536,162585,272143
226877,32082,29953,234269,199198,272143
226878,272143,59057,166581,336223,96755
226879,158536,64329,162655,156560,199197
226880,336223,288320,199198,48403,64329
226881,272143,198659,182394,64329,166581
226882,293301,211442,265982,336748,119193
226883,160974,160417,158536,199198,272143
226884,272143,166581,96210,160974,199198
226885,158536,160974,64329,156560,272143
226886,272143,48500,199198,48393,166583
226887,64329,198659,95716,224658,48403
226888,40644,42181,41963,39145,158536
226889,160974,225463,202557,162655,16129
226890,198659,288320,64329,166581,59057
226891,160974,160417,158536,199198,272143
